date,prompt_version,episode_index,step_index,topology_name,load_regime,qot_pressure_regime,services_processed,winner_heuristic,winner_proposed_by,winner_raw_action,winner_decoded_path_nodes,winner_modulation_name,winner_initial_slot,winner_slot_end_exclusive,winner_path_hops,winner_path_length_km,judge_called,winner_confidence,decisive_signals_summary,agrees_with_baseline,fallback_reason,judge_error_message,post_status,post_accepted,post_reward,episode_service_blocking_rate,episode_bit_rate_blocking_rate,episode_disrupted_services_rate
21-03,v2_blocking_risk_compact_payload,3,473,Nobel Europe backbone,moderate,critical,473,random,random,29,Munich->Vienna,8QAM,29,30,1,362.518,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,0.8722969146771358,0.08227848101265822,0.16688625384277558,0.0
21-03,v2_blocking_risk_compact_payload,3,474,Nobel Europe backbone,moderate,critical,474,load_balancing,load_balancing,492,Copenhagen->Oslo->Stockholm,QPSK,172,188,2,903.8969999999999,True,0.85,fragmentation:random(high) | qot_safety:first_fit(medium),True,none,,accepted,True,1.064369369732837,0.08210526315789474,0.16591471401542715,0.0
21-03,v2_blocking_risk_compact_payload,3,475,Nobel Europe backbone,moderate,critical,475,first_fit,first_fit,409,Amsterdam->Hamburg->Berlin->Prague->Budapest,QPSK,89,93,4,1361.587,True,0.85,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),False,none,,accepted,True,0.997314045826594,0.0819327731092437,0.1656735939543671,0.0
21-03,v2_blocking_risk_compact_payload,3,476,Nobel Europe backbone,moderate,critical,476,first_fit,first_fit,2329,Brussels->Frankfurt->Munich->Berlin->Copenhagen->Oslo,QPSK,89,93,5,1922.692,True,0.85,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),False,none,,accepted,True,1.006163630882899,0.08176100628930817,0.1654331737048324,0.0
21-03,v2_blocking_risk_compact_payload,3,477,Nobel Europe backbone,moderate,critical,477,load_balancing,load_balancing,1384,Hamburg->Frankfurt->Munich->Vienna->Zagreb,QPSK,104,108,4,1348.8760000000002,True,0.85,qot_safety:load_balancing(high) | fragmentation:random(medium),False,none,,accepted,True,1.01410058538119,0.08158995815899582,0.16519345022460513,0.0
21-03,v2_blocking_risk_compact_payload,3,478,Nobel Europe backbone,moderate,critical,478,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.08350730688935282,0.1700043221437833,0.0
21-03,v2_blocking_risk_compact_payload,3,479,Nobel Europe backbone,moderate,critical,479,random,random,364,Strasbourg->Zurich,16QAM,44,46,1,141.51,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,1.0465006552341705,0.08333333333333333,0.16975974679902173,0.0
21-03,v2_blocking_risk_compact_payload,3,480,Nobel Europe backbone,moderate,critical,480,load_balancing,load_balancing,3477,Dublin->Glasgow->Amsterdam->Brussels->Frankfurt->Munich,QPSK,277,278,5,1764.7489999999998,True,0.6,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,0.8342504719893138,0.08316008316008316,0.16973532796317606,0.0
21-03,v2_blocking_risk_compact_payload,3,481,Nobel Europe backbone,moderate,critical,481,first_fit,first_fit|load_balancing,555,Athens->Belgrade->Budapest->Warsaw->Stockholm,QPSK,235,236,4,2490.262,True,0.6,qot_safety:random(high) | fragmentation:first_fit(high),False,none,,accepted,True,0.8280589560667674,0.08298755186721991,0.1697109161513016,0.0
21-03,v2_blocking_risk_compact_payload,3,482,Nobel Europe backbone,moderate,critical,482,load_balancing,load_balancing,3518,Berlin->Hamburg->Frankfurt->Brussels->Amsterdam->London->Dublin,QPSK,318,319,6,1911.2089999999998,True,0.6,qot_safety:first_fit(high) | fragmentation:load_balancing(high),True,none,,accepted,True,0.8440795863668124,0.08281573498964803,0.16968651136036814,0.0
21-03,v2_blocking_risk_compact_payload,3,483,Nobel Europe backbone,moderate,critical,483,random,random,416,Lyon->Zurich,QPSK,96,98,1,355.164,True,0.75,qot_safety:random(high) | fragmentation:first_fit(medium),False,none,,accepted,True,0.9799929481946553,0.08264462809917356,0.16958896234550158,0.0
21-03,v2_blocking_risk_compact_payload,3,484,Nobel Europe backbone,moderate,critical,484,random,random,476,Dublin->London->Amsterdam->Hamburg,QPSK,156,158,3,1186.097,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),False,none,,accepted,True,0.9792650364773968,0.08247422680412371,0.1694915254237288,0.0
21-03,v2_blocking_risk_compact_payload,3,485,Nobel Europe backbone,moderate,critical,485,random,random,3835,Dublin->London->Amsterdam->Brussels->Frankfurt->Hamburg,BPSK,315,316,5,1667.459,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,0.798110365093065,0.0823045267489712,0.16946718368519317,0.0
21-03,v2_blocking_risk_compact_payload,3,486,Nobel Europe backbone,moderate,critical,486,load_balancing,load_balancing,1462,Copenhagen->Berlin->Hamburg->Amsterdam->Glasgow->Dublin,QPSK,182,186,5,1946.933,True,0.85,fragmentation:first_fit(high) | qot_safety:load_balancing(high),True,none,,accepted,True,1.0005383292833965,0.08213552361396304,0.1692241502939911,0.0
21-03,v2_blocking_risk_compact_payload,3,487,Nobel Europe backbone,moderate,critical,487,first_fit,first_fit|load_balancing|random,2489,Hamburg->Frankfurt->Strasbourg->Paris,QPSK,249,265,3,970.094,False,0.0,,True,single_candidate,,accepted,True,1.0607510901863377,0.08196721311475409,0.16825894766861543,0.0
21-03,v2_blocking_risk_compact_payload,3,488,Nobel Europe backbone,moderate,critical,488,load_balancing,load_balancing,1305,Milan->Munich->Vienna->Zagreb->Rome,QPSK,25,26,4,1526.4920000000002,True,0.6,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),False,none,,accepted,True,0.8331424246231715,0.081799591002045,0.16823495865412033,0.0
21-03,v2_blocking_risk_compact_payload,3,489,Nobel Europe backbone,moderate,critical,489,random,random,1828,Budapest->Warsaw->Berlin->Copenhagen,BPSK,228,232,3,1403.806,True,0.6,qot_safety:random(high) | fragmentation:load_balancing(medium),False,none,,accepted,True,0.9799505134423575,0.08163265306122448,0.16813907096038758,0.0
21-03,v2_blocking_risk_compact_payload,3,490,Nobel Europe backbone,moderate,critical,490,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.0835030549898167,0.17285349957495041,0.0
21-03,v2_blocking_risk_compact_payload,3,491,Nobel Europe backbone,moderate,critical,491,random,random,636,Dublin->Glasgow,8QAM,316,318,1,286.473,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium) | slot_efficiency:first_fit(medium),True,none,,accepted,True,1.0204529228014874,0.08333333333333333,0.17275559331634097,0.0
21-03,v2_blocking_risk_compact_payload,3,492,Nobel Europe backbone,moderate,critical,492,first_fit,first_fit|load_balancing,14,Milan->Munich->Vienna,8QAM,14,17,2,716.049,True,0.6,qot_safety:random(high) | fragmentation:first_fit(high),False,none,,accepted,True,0.9897067785263063,0.08316430020283976,0.17251131221719457,0.0
21-03,v2_blocking_risk_compact_payload,3,493,Nobel Europe backbone,moderate,critical,493,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.08502024291497975,0.17716535433070865,0.0
21-03,v2_blocking_risk_compact_payload,3,494,Nobel Europe backbone,moderate,critical,494,first_fit,first_fit|load_balancing,1310,Budapest->Warsaw->Stockholm->Oslo,QPSK,30,46,3,1782.5639999999999,True,0.85,qot_safety:random(high) | fragmentation:first_fit(high),True,none,,accepted,True,0.9740940018246571,0.08484848484848485,0.1761744966442953,0.0
21-03,v2_blocking_risk_compact_payload,3,495,Nobel Europe backbone,moderate,critical,495,random,random,459,Frankfurt->Munich->Vienna,QPSK,139,141,2,671.825,True,0.6,qot_safety:random(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,0.9796361903349559,0.0846774193548387,0.17607602012297374,0.0
21-03,v2_blocking_risk_compact_payload,3,496,Nobel Europe backbone,moderate,critical,496,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.08651911468812877,0.18065591995553085,0.0
21-03,v2_blocking_risk_compact_payload,3,497,Nobel Europe backbone,moderate,critical,497,first_fit,first_fit|load_balancing,88,Budapest->Warsaw,8QAM,88,99,1,551.119,True,0.85,qot_safety:random(high) | fragmentation:first_fit(high),True,none,,accepted,True,1.0025788359344006,0.08634538152610442,0.179657269209508,0.0
21-03,v2_blocking_risk_compact_payload,3,498,Nobel Europe backbone,moderate,critical,498,random,random,618,Belgrade->Zagreb->Vienna->Munich->Frankfurt->Brussels,QPSK,298,302,5,1655.144,True,0.0,,True,judge_error:RuntimeError:LLM judge failed after 3 attempts: timed out,LLM judge failed after 3 attempts: timed out,accepted,True,1.017656818178172,0.08617234468937876,0.17940932928512282,0.0
21-03,v2_blocking_risk_compact_payload,3,499,Nobel Europe backbone,moderate,critical,499,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.088,0.18054024255788312,0.0
21-03,v2_blocking_risk_compact_payload,3,500,Nobel Europe backbone,moderate,critical,500,load_balancing,load_balancing,525,Oslo->Copenhagen->Berlin->Prague->Vienna->Zagreb->Rome,QPSK,205,207,6,2152.478,True,0.6,qot_safety:first_fit(high) | fragmentation:load_balancing(high),False,none,,accepted,True,0.9233953098456065,0.08782435129740519,0.18044077134986225,0.0
21-03,v2_blocking_risk_compact_payload,3,501,Nobel Europe backbone,moderate,critical,501,random,random,913,Bordeaux->Paris->London->Dublin->Glasgow,BPSK,273,274,4,1587.677,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,0.8168755919470763,0.08764940239043825,0.18041592067208373,0.0
21-03,v2_blocking_risk_compact_payload,3,502,Nobel Europe backbone,moderate,critical,502,first_fit,first_fit,36,Berlin->Prague->Vienna,8QAM,36,39,2,519.576,True,0.85,qot_safety:load_balancing(high) | fragmentation:first_fit(high),False,none,,accepted,True,1.0247727036476135,0.0874751491053678,0.18016778985008938,0.0
21-03,v2_blocking_risk_compact_payload,3,503,Nobel Europe backbone,moderate,critical,503,random,random,511,Brussels->Frankfurt->Munich,QPSK,191,207,2,610.029,True,0.85,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,1.0609079646194974,0.0873015873015873,0.1791820544385173,0.0
21-03,v2_blocking_risk_compact_payload,3,504,Nobel Europe backbone,moderate,critical,504,load_balancing,load_balancing,3385,Budapest->Prague->Vienna->Munich->Frankfurt->Brussels->Paris,QPSK,185,189,6,1957.777,True,0.85,qot_safety:first_fit(high) | fragmentation:load_balancing(high),True,none,,accepted,True,1.0104934374491374,0.08712871287128712,0.17893730364704274,0.0
21-03,v2_blocking_risk_compact_payload,3,505,Nobel Europe backbone,moderate,critical,505,first_fit,first_fit,331,Athens->Belgrade->Zagreb->Vienna,QPSK,11,15,3,1493.6470000000002,True,0.85,qot_safety:first_fit(high) | fragmentation:random(medium),False,none,,accepted,True,1.0220964352289836,0.08695652173913043,0.17869322057018142,0.0
21-03,v2_blocking_risk_compact_payload,3,506,Nobel Europe backbone,moderate,critical,506,load_balancing,load_balancing,2376,Milan->Rome->Zagreb->Vienna,QPSK,136,152,3,1300.2640000000001,True,0.6,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),False,none,,accepted,True,1.0560978003467123,0.08678500986193294,0.1777235110568444,0.0
21-03,v2_blocking_risk_compact_payload,3,507,Nobel Europe backbone,moderate,critical,507,load_balancing,load_balancing,175,Munich->Milan->Zurich,8QAM,175,186,2,577.706,True,0.85,fragmentation:first_fit(high) | qot_safety:random(medium),False,none,,accepted,True,1.033947490900755,0.08661417322834646,0.17676426932937525,0.0
21-03,v2_blocking_risk_compact_payload,3,508,Nobel Europe backbone,moderate,critical,508,random,random,695,Strasbourg->Frankfurt->Munich->Vienna,BPSK,55,63,3,874.721,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,1.0146191976343593,0.08644400785854617,0.17652607465301173,0.0
21-03,v2_blocking_risk_compact_payload,3,509,Nobel Europe backbone,moderate,critical,509,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.08823529411764706,0.18094089264173704,0.0
21-03,v2_blocking_risk_compact_payload,3,510,Nobel Europe backbone,moderate,critical,510,random,random,347,Milan->Zurich->Strasbourg,QPSK,27,29,2,365.685,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,0.9816537777582804,0.08806262230919765,0.18084393837910248,0.0
21-03,v2_blocking_risk_compact_payload,3,511,Nobel Europe backbone,moderate,critical,511,first_fit,first_fit|load_balancing|random,3514,London->Paris->Strasbourg->Frankfurt->Munich->Vienna,QPSK,314,315,5,1612.844,False,0.0,,True,single_candidate,,accepted,True,0.8376251841584841,0.087890625,0.18081971604607555,0.0
21-03,v2_blocking_risk_compact_payload,3,512,Nobel Europe backbone,moderate,critical,512,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.08966861598440545,0.18518518518518517,0.0
21-03,v2_blocking_risk_compact_payload,3,513,Nobel Europe backbone,moderate,critical,513,random,random,745,Bordeaux->Paris->London->Dublin,BPSK,105,109,3,1301.204,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),False,none,,accepted,True,0.9790464957555136,0.08949416342412451,0.18508655126498003,0.0
21-03,v2_blocking_risk_compact_payload,3,514,Nobel Europe backbone,moderate,critical,514,first_fit,first_fit|load_balancing,320,Athens->Belgrade->Budapest->Warsaw,QPSK,0,2,3,1689.967,True,0.6,qot_safety:random(high) | fragmentation:first_fit(high),True,none,,accepted,True,0.9821088473002115,0.08932038834951456,0.1849880223582646,0.0
21-03,v2_blocking_risk_compact_payload,3,515,Nobel Europe backbone,moderate,critical,515,first_fit,first_fit,387,Madrid->Bordeaux->Paris->Strasbourg,QPSK,67,69,3,1410.288,True,0.6,qot_safety:random(high) | fragmentation:load_balancing(medium),False,none,,accepted,True,0.980603681008021,0.08914728682170543,0.18488959829741952,0.0
21-03,v2_blocking_risk_compact_payload,3,516,Nobel Europe backbone,moderate,critical,516,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.09090909090909091,0.18920349298756284,0.0
21-03,v2_blocking_risk_compact_payload,3,517,Nobel Europe backbone,moderate,critical,517,random,random,779,Bordeaux->Paris->London->Dublin,BPSK,139,140,3,1301.204,True,0.6,qot_safety:first_fit(high) | fragmentation:random(high),True,none,,accepted,True,0.8213922969702012,0.09073359073359073,0.1891784627596243,0.0
21-03,v2_blocking_risk_compact_payload,3,518,Nobel Europe backbone,moderate,critical,518,load_balancing,load_balancing,2329,Rome->Zagreb->Vienna->Munich->Milan->Zurich,QPSK,89,93,5,1750.667,True,0.6,qot_safety:first_fit(high) | fragmentation:random(medium),True,none,,accepted,True,1.0125239631269747,0.0905587668593449,0.1889285242436253,0.0
21-03,v2_blocking_risk_compact_payload,3,519,Nobel Europe backbone,moderate,critical,519,random,random,501,Belgrade->Zagreb->Vienna,QPSK,181,183,2,682.597,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,0.9792237502538289,0.09038461538461538,0.1888287336590519,0.0
21-03,v2_blocking_risk_compact_payload,3,520,Nobel Europe backbone,moderate,critical,520,random,random,388,London->Paris,QPSK,68,69,1,350.316,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),False,none,,accepted,True,0.9672730666600788,0.09021113243761997,0.18880380248217588,0.0
21-03,v2_blocking_risk_compact_payload,3,521,Nobel Europe backbone,moderate,critical,521,random,random,736,Hamburg->Frankfurt->Strasbourg->Zurich->Milan->Rome,BPSK,96,100,5,1437.7930000000001,True,0.65,qot_safety:random(high) | fragmentation:first_fit(medium),False,none,,accepted,True,0.9747099142738931,0.09003831417624521,0.18870414357350224,0.0
21-03,v2_blocking_risk_compact_payload,3,522,Nobel Europe backbone,moderate,critical,522,random,random,127,Barcelona->Madrid->Bordeaux,8QAM,127,129,2,1011.729,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,0.9173732045991347,0.08986615678776291,0.18860458981798997,0.0
21-03,v2_blocking_risk_compact_payload,3,523,Nobel Europe backbone,moderate,critical,523,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.0916030534351145,0.18871159171831728,0.0
21-03,v2_blocking_risk_compact_payload,3,524,Nobel Europe backbone,moderate,critical,524,random,random,515,Barcelona->Lyon->Zurich->Milan->Munich->Vienna->Prague,QPSK,195,197,6,2059.777,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,0.9313918749491373,0.09142857142857143,0.18861209964412812,0.0
21-03,v2_blocking_risk_compact_payload,3,525,Nobel Europe backbone,moderate,critical,525,random,random,1524,Glasgow->Amsterdam->Hamburg->Berlin->Warsaw->Stockholm,QPSK,244,246,5,2614.018,True,0.65,qot_safety:first_fit(high) | fragmentation:random(high),True,none,,accepted,True,0.90582022468249,0.09125475285171103,0.18851271242260573,0.0
21-03,v2_blocking_risk_compact_payload,3,526,Nobel Europe backbone,moderate,critical,526,load_balancing,load_balancing,1428,Barcelona->Lyon->Paris->Brussels->Amsterdam->London,QPSK,148,152,5,1677.2350000000001,True,0.6,qot_safety:first_fit(high) | fragmentation:load_balancing(high),True,none,,accepted,True,1.0086098949114481,0.09108159392789374,0.18826470201289305,0.0
21-03,v2_blocking_risk_compact_payload,3,527,Nobel Europe backbone,moderate,critical,527,random,random,634,Amsterdam->Hamburg->Berlin->Copenhagen->Oslo,QPSK,314,315,4,1456.378,True,0.6,qot_safety:random(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,0.8724149147669474,0.09090909090909091,0.1882399368587214,0.0
21-03,v2_blocking_risk_compact_payload,3,528,Nobel Europe backbone,moderate,critical,528,first_fit,first_fit|load_balancing,357,Athens->Rome->Milan,QPSK,37,53,2,1539.513,True,0.85,fragmentation:random(high) | qot_safety:first_fit(medium),True,none,,accepted,True,1.0132219814384977,0.09073724007561437,0.18725464538079037,0.0
21-03,v2_blocking_risk_compact_payload,3,529,Nobel Europe backbone,moderate,critical,529,random,random,935,Hamburg->Frankfurt->Strasbourg->Zurich,BPSK,295,303,3,723.797,True,0.65,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,1.0178495650490127,0.09056603773584905,0.1870099320439101,0.0
21-03,v2_blocking_risk_compact_payload,3,530,Nobel Europe backbone,moderate,critical,530,random,random,551,Amsterdam->Brussels->Frankfurt->Munich,QPSK,231,235,3,801.447,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,1.0045630852381389,0.0903954802259887,0.18676585747846516,0.0
21-03,v2_blocking_risk_compact_payload,3,531,Nobel Europe backbone,moderate,critical,531,load_balancing,load_balancing,3476,Paris->Brussels->Frankfurt->Munich->Vienna->Prague,QPSK,276,280,5,1492.8020000000001,True,0.75,qot_safety:first_fit(high) | fragmentation:load_balancing(high),True,none,,accepted,True,1.0098434607187907,0.09022556390977443,0.18652241918665277,0.0
21-03,v2_blocking_risk_compact_payload,3,532,Nobel Europe backbone,moderate,critical,532,load_balancing,load_balancing,2273,Berlin->Hamburg->Frankfurt->Brussels->Amsterdam->London,QPSK,33,37,5,1446.107,True,0.6,qot_safety:first_fit(high) | fragmentation:load_balancing(high),True,none,,accepted,True,1.0005176405111949,0.0900562851782364,0.18627961468367613,0.0
21-03,v2_blocking_risk_compact_payload,3,533,Nobel Europe backbone,moderate,critical,533,first_fit,first_fit|load_balancing,0,Lyon->Barcelona->Madrid,8QAM,0,3,2,982.54,True,0.6,qot_safety:random(high) | fragmentation:first_fit(high),True,none,,accepted,True,0.9311830937862398,0.0898876404494382,0.1860374414976599,0.0
21-03,v2_blocking_risk_compact_payload,3,534,Nobel Europe backbone,moderate,critical,534,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.09158878504672897,0.19024831867563374,0.0
21-03,v2_blocking_risk_compact_payload,3,535,Nobel Europe backbone,moderate,critical,535,random,random,1506,Stockholm->Warsaw->Berlin->Prague->Vienna,QPSK,226,228,4,1822.846,True,0.6,qot_safety:random(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,0.9778691989385213,0.0914179104477612,0.19014994829369183,0.0
21-03,v2_blocking_risk_compact_payload,3,536,Nobel Europe backbone,moderate,critical,536,random,random,567,Dublin->London->Paris->Lyon,QPSK,247,248,3,1199.531,True,0.6,qot_safety:first_fit(high) | fragmentation:random(high),True,none,,accepted,True,0.9048545383351544,0.09124767225325885,0.19012537159105597,0.0
21-03,v2_blocking_risk_compact_payload,3,537,Nobel Europe backbone,moderate,critical,537,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.09293680297397769,0.19429085765719428,0.0
21-03,v2_blocking_risk_compact_payload,3,538,Nobel Europe backbone,moderate,critical,538,random,random,2547,Barcelona->Lyon->Paris->Brussels->Frankfurt->Munich,QPSK,307,308,5,1765.02,True,0.6,qot_safety:random(high) | fragmentation:first_fit(high),False,none,,accepted,True,0.8206356284829477,0.09276437847866419,0.19426587811776808,0.0
21-03,v2_blocking_risk_compact_payload,3,539,Nobel Europe backbone,moderate,critical,539,load_balancing,load_balancing,4249,London->Amsterdam->Brussels->Paris->Strasbourg->Zurich,QPSK,89,93,5,1314.933,True,0.6,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,1.0031304062871884,0.09259259259259259,0.19401643554185927,0.0
21-03,v2_blocking_risk_compact_payload,3,540,Nobel Europe backbone,moderate,critical,540,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.09426987060998152,0.19813490035769035,0.0
21-03,v2_blocking_risk_compact_payload,3,541,Nobel Europe backbone,moderate,critical,541,random,random,742,Munich->Berlin->Warsaw,BPSK,102,110,2,993.1790000000001,True,0.6,qot_safety:random(high) | fragmentation:first_fit(high),True,none,,accepted,True,1.0181339954336486,0.0940959409594096,0.19788211278387344,0.0
21-03,v2_blocking_risk_compact_payload,3,542,Nobel Europe backbone,moderate,critical,542,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.09576427255985268,0.20195481086570197,0.0
21-03,v2_blocking_risk_compact_payload,3,543,Nobel Europe backbone,moderate,critical,543,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.0974264705882353,0.20598636019196767,0.0
21-03,v2_blocking_risk_compact_payload,3,544,Nobel Europe backbone,moderate,critical,544,load_balancing,load_balancing,1335,Lyon->Paris->Strasbourg->Zurich->Milan->Rome,QPSK,55,59,5,1627.426,True,0.6,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,1.0117711881796518,0.09724770642201835,0.2057265388496468,0.0
21-03,v2_blocking_risk_compact_payload,3,545,Nobel Europe backbone,moderate,critical,545,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.0989010989010989,0.20971385542168675,0.0
21-03,v2_blocking_risk_compact_payload,3,546,Nobel Europe backbone,moderate,critical,546,first_fit,first_fit,1527,Stockholm->Warsaw->Berlin->Prague->Vienna,QPSK,247,263,4,1822.846,True,0.6,qot_safety:load_balancing(high) | fragmentation:first_fit(high),True,none,,accepted,True,0.9881753337631624,0.09872029250457039,0.20866633366633366,0.0
21-03,v2_blocking_risk_compact_payload,3,547,Nobel Europe backbone,moderate,critical,547,random,random,244,Rome->Zagreb->Vienna,8QAM,244,247,2,810.443,True,0.75,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,0.9856214227480815,0.09854014598540146,0.20840608630581192,0.0
21-03,v2_blocking_risk_compact_payload,3,548,Nobel Europe backbone,moderate,critical,548,first_fit,first_fit|load_balancing,60,Rome->Milan->Zurich->Strasbourg,8QAM,60,71,3,855.5060000000001,True,0.85,qot_safety:random(high) | fragmentation:first_fit(high),False,none,,accepted,True,0.9528981372714044,0.09836065573770492,0.20737155621742367,0.0
21-03,v2_blocking_risk_compact_payload,3,549,Nobel Europe backbone,moderate,critical,549,random,random,509,Amsterdam->Hamburg->Berlin->Prague,QPSK,189,190,3,896.612,True,0.6,qot_safety:random(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,0.8570218217574681,0.09818181818181818,0.2073458245439881,0.0
21-03,v2_blocking_risk_compact_payload,3,550,Nobel Europe backbone,moderate,critical,550,first_fit,first_fit,360,Oslo->Copenhagen->Berlin->Prague->Vienna->Zagreb->Rome,QPSK,40,44,6,2152.478,True,0.85,qot_safety:first_fit(high) | fragmentation:random(medium),False,none,,accepted,True,1.0061300973097482,0.09800362976406533,0.2070888585946214,0.0
21-03,v2_blocking_risk_compact_payload,3,551,Nobel Europe backbone,moderate,critical,551,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.09963768115942029,0.20718711276332094,0.0
21-03,v2_blocking_risk_compact_payload,3,552,Nobel Europe backbone,moderate,critical,552,load_balancing,load_balancing,1283,Budapest->Warsaw->Stockholm->Oslo,QPSK,3,4,3,1782.5639999999999,True,0.6,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,0.8271827636907498,0.09945750452079566,0.2071614422004708,0.0
21-03,v2_blocking_risk_compact_payload,3,553,Nobel Europe backbone,moderate,critical,553,random,random,593,Barcelona->Lyon->Zurich->Strasbourg->Frankfurt,QPSK,273,274,4,1207.076,True,0.6,qot_safety:random(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,0.9178437453710164,0.09927797833935018,0.20713577799801783,0.0
21-03,v2_blocking_risk_compact_payload,3,554,Nobel Europe backbone,moderate,critical,554,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.1009009009009009,0.21104536489151873,0.0
21-03,v2_blocking_risk_compact_payload,3,555,Nobel Europe backbone,moderate,critical,555,first_fit,first_fit,333,Dublin->London->Paris->Lyon,QPSK,13,15,3,1199.531,True,0.85,qot_safety:random(high) | fragmentation:first_fit(high),True,none,,accepted,True,0.9808940569559733,0.10071942446043165,0.2109413504189256,0.0
21-03,v2_blocking_risk_compact_payload,3,556,Nobel Europe backbone,moderate,critical,556,random,random,87,Bordeaux->Paris,16QAM,87,95,1,485.786,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,0.9771772533360248,0.10053859964093358,0.2099068170671898,0.0
21-03,v2_blocking_risk_compact_payload,3,557,Nobel Europe backbone,moderate,critical,557,load_balancing,load_balancing,2508,Belgrade->Budapest->Warsaw->Berlin->Copenhagen,QPSK,268,269,4,1731.604,True,0.6,qot_safety:first_fit(high) | fragmentation:load_balancing(high),False,none,,accepted,True,0.8245591255525748,0.1003584229390681,0.20988108373176412,0.0
